"X","Area","Perim.","Major","Minor","Predicted_Brand"
13431,595636.5132,3316.1227,947.3547,800.5322,"Bullseye"
13432,636634.231,3116.1662,998.4772,811.8241,"Bullseye"
13433,722815.6198,3440.8702,999.9856,920.3307,"Bullseye"
13434,628385.4409,3291.5191,1030.3844,776.492,"Bullseye"
13435,844044.1068,4504.3369,1093.1176,983.1242,"Bullseye"
13436,860008.1831,3846.5131,1093.8597,1001.0392,"Bullseye"
13437,819502.9304,3631.1232,1101.3215,947.4286,"Bullseye"
13438,836369.8593,3725.3162,1104.3242,964.2994,"Bullseye"
13439,892716.0721,3940.8166,1105.9341,1027.7659,"Bullseye"
13440,827546.5267,3855.527,1106.2202,952.4912,"Bullseye"
13441,897558.6454,3832.4778,1114.5696,1025.335,"Bullseye"
13442,922551.2482,3942.1043,1123.2042,1045.7838,"Bullseye"
13443,843100.2154,3978.343,1126.041,953.3122,"Bullseye"
13444,896943.0641,3837.141,1126.2961,1013.9637,"Bullseye"
13445,851759.3931,3873.6463,1135.4548,955.1184,"Bullseye"
13446,836410.8981,3782.783,1142.6088,932.0351,"Bullseye"
13447,866984.7717,3744.9899,1142.7716,965.9667,"Bullseye"
13448,880568.6002,3894.341,1148.2728,976.4011,"Bullseye"
13449,982796.1428,4179.5871,1149.7376,1088.3656,"Reloader23"
13450,940444.146,3947.1446,1151.9741,1039.4423,"Reloader23"
13451,887586.2276,5024.978,1154.0908,979.221,"Bullseye"
13452,893290.6147,5019.1376,1156.4737,983.4836,"Bullseye"
13453,905397.0479,4027.0168,1159.5269,994.1876,"RedDot"
13454,896409.5602,3956.2043,1160.9775,983.0889,"RedDot"
13455,858571.8266,3881.5287,1162.0622,940.7135,"Bullseye"
13456,869898.5235,3725.3162,1167.6564,948.5575,"RedDot"
13457,860787.9195,3768.1496,1170.915,936.0109,"Bullseye"
13458,875151.4843,3824.9725,1174.8211,948.4657,"RedDot"
13459,866984.7717,3821.2199,1175.8374,938.8027,"Bullseye"
13460,884590.3983,3823.4181,1176.2308,957.5464,"RedDot"
13461,931333.5421,3910.6393,1176.3812,1008.0157,"RedDot"
13462,877736.926,3915.8359,1179.4991,947.4949,"RedDot"
13463,872771.2364,4457.5946,1179.673,941.9957,"RedDot"
13464,902031.8699,3933.6885,1180.3409,973.0262,"RedDot"
13465,904247.9627,3855.9041,1182.0703,973.9897,"RedDot"
13466,966175.4464,4057.415,1185.3098,1037.8492,"RedDot"
13467,887914.5376,3791.9531,1185.7713,953.4114,"RedDot"
13468,965231.555,4096.7624,1186.9086,1035.4386,"RedDot"
13469,873550.9728,3801.5462,1187.1834,936.8726,"Bullseye"
13470,869529.1747,3834.0322,1187.2948,932.4718,"Bullseye"
13471,957146.92,3999.0377,1189.8344,1024.2411,"RedDot"
13472,912496.7528,4017.157,1189.8507,976.4477,"RedDot"
13473,919924.7678,3893.4305,1190.0176,984.2582,"RedDot"
13474,877942.1198,3845.2901,1190.4766,938.9774,"Bullseye"
13475,919965.8065,3953.3622,1191.0036,983.4872,"RedDot"
13476,877860.0422,4662.7019,1193.8114,936.2669,"Bullseye"
13477,905848.4742,4295.8084,1194.0117,965.9554,"RedDot"
13478,893577.886,3919.3218,1194.433,952.5346,"RedDot"
13479,896819.9478,3855.9041,1196.4673,954.3651,"RedDot"
13480,901744.5986,3876.4884,1196.8724,959.2809,"RedDot"
13481,923618.2558,4417.3366,1197.6733,981.8932,"RedDot"
13482,884056.8945,3873.3796,1199.1044,938.7141,"Bullseye"
13483,925793.3099,3951.5411,1200.2342,982.1055,"RedDot"
13484,983575.8792,4166.7748,1200.4978,1043.1737,"RedDot"
13485,909172.6135,4173.6362,1201.7656,963.2448,"RedDot"
13486,928173.5578,3958.4025,1201.9429,983.2308,"RedDot"
13487,916477.5122,3901.2025,1202.7152,970.2176,"RedDot"
13488,890499.9793,3806.2093,1203.0701,942.4386,"RedDot"
13489,961497.0282,4672.5616,1203.3502,1017.3398,"RedDot"
13490,891525.9482,3971.4815,1203.5113,943.1786,"RedDot"
13491,930266.5344,4054.9501,1204.6805,983.2086,"RedDot"
13492,1005203.304,4090.2782,1204.7025,1062.3906,"Reloader23"
13493,937448.3168,4031.5237,1204.8809,990.6342,"RedDot"
13494,910526.8925,3940.1728,1205.0732,962.0319,"RedDot"
13495,934165.2163,3936.5306,1206.4339,985.8942,"RedDot"
13496,899036.0406,3938.085,1206.8069,948.5264,"RedDot"
13497,908228.7221,3918.4113,1207.3502,957.794,"RedDot"
13498,923618.2558,4157.338,1207.9158,973.5672,"RedDot"
13499,895014.2425,4119.9221,1208.5566,942.9161,"RedDot"
13500,918693.6051,3929.6692,1208.5901,967.836,"RedDot"
13501,925136.6898,3911.5498,1208.8238,974.4354,"RedDot"
13502,922838.5195,4167.3082,1210.0109,971.0611,"RedDot"
13503,911306.6289,3954.6499,1210.7382,958.3506,"RedDot"
13504,898051.1105,3769.3268,1210.8284,944.3404,"RedDot"
13505,916641.6672,3882.1726,1211.273,963.5354,"RedDot"
13506,907859.3733,3885.9252,1212.4165,953.4038,"RedDot"
13507,932523.666,4140.2397,1213.0825,978.7678,"RedDot"
13508,920663.4654,4172.3485,1213.4152,966.0544,"RedDot"
13509,956038.8736,4005.2553,1213.5069,1003.0981,"RedDot"
13510,891525.9482,4022.0869,1214.0076,935.0239,"Bullseye"
13511,895055.2813,3950.5201,1214.2557,938.5336,"Bullseye"
13512,933057.1699,3959.9569,1214.8984,977.8639,"RedDot"
13513,898789.8081,3853.7059,1215.0961,941.7977,"RedDot"
13514,879788.8638,3857.8357,1215.8082,921.3476,"Bullseye"
13515,1021085.303,4571.3509,1217.2028,1068.0933,"Reloader23"
13516,887093.7625,3960.8675,1217.2136,927.9249,"Bullseye"
13517,959732.3616,4134.666,1218.3685,1002.9553,"RedDot"
13518,917626.5974,3889.034,1218.3792,958.9449,"RedDot"
13519,919268.1476,3964.3534,1219.0235,960.1525,"RedDot"
13520,926080.5812,3938.085,1219.3957,966.9727,"RedDot"
13521,929733.0306,3874.6673,1219.4491,970.744,"RedDot"
13522,943645.1691,3957.492,1220.2979,984.5844,"RedDot"
13523,925752.2712,4036.8307,1220.4008,965.8339,"RedDot"
13524,913933.1093,3818.3778,1220.843,953.1576,"RedDot"
13525,916969.9773,3908.441,1220.9888,956.2106,"RedDot"
13526,897558.6454,3869.3603,1221.2131,935.7966,"Bullseye"
13527,958706.3927,4133.3783,1221.5233,999.2956,"RedDot"
13528,924644.2248,3929.9359,1222.5584,962.9753,"RedDot"
13529,917626.5974,3954.0061,1223.233,955.1397,"RedDot"
13530,947831.1222,4058.7027,1223.4356,986.4157,"RedDot"
13531,972208.1436,5220.115,1223.8071,1011.4779,"Reloader23"
13532,947954.2385,4050.2869,1224.1459,985.9714,"RedDot"
13533,906505.0943,4158.2485,1224.3133,942.7311,"RedDot"
13534,911142.4738,3860.5673,1224.6659,947.2809,"RedDot"
13535,918283.2175,3911.8165,1224.7406,954.6466,"RedDot"
13536,913645.838,3871.1814,1224.8624,949.7312,"RedDot"
13537,940936.6111,3987.1359,1225.174,977.851,"RedDot"
13538,936668.5804,3951.2744,1225.8759,972.8582,"RedDot"
13539,906176.7843,3910.7955,1226.0472,941.0568,"RedDot"
13540,925054.6123,3856.548,1226.2531,960.5,"RedDot"
13541,932195.356,3962.799,1226.3259,967.8569,"RedDot"
13542,930184.4569,3992.1763,1226.5991,965.554,"RedDot"
