"X","Area","Perim.","Major","Minor","Predicted_Brand"
9434,392585.119,2327.715,743.926,671.915,"H335"
9429,415860.522,2432.512,737.577,717.878,"BL-C(2)"
9404,387140.873,2346.994,715.271,689.142,"BL-C(2)"
44336,660202.303,3141.549,951.268,883.659,"Bullseye"
9459,437687.455,2490.472,784.85,710.048,"H335"
9292,282701.244,2046.442,650.291,553.516,"H335"
44355,731776.664,4015.057,1208.529,770.96,"Bullseye"
44348,522997.301,3774.058,1072.466,620.906,"H335"
44238,545473.548,2803.738,848.911,818.129,"H335"
9485,599965.961,3925.399,1165.264,655.56,"Bullseye"
9352,353576.343,2253.612,680.875,661.189,"H335"
9481,549369.431,2766.184,859.631,813.697,"H335"
9449,438336.769,2490.766,771.052,723.826,"BL-C(2)"
9473,458265.708,2551.444,815.366,715.607,"BL-C(2)"
9418,391835.911,2353.143,727.5,685.775,"BL-C(2)"
9399,377301.271,2294.301,711.176,675.494,"BL-C(2)"
44334,632481.598,3023.327,950.149,847.552,"Bullseye"
9470,490981.135,2636.252,803.355,778.157,"BL-C(2)"
9454,389488.392,2353.559,775.406,639.552,"H335"
9472,470452.829,2696.515,815.358,734.645,"BL-C(2)"
9387,363415.945,2260.177,702.07,659.073,"H335"
9346,348981.199,2209.493,677.566,655.784,"H335"
9440,414561.894,2393.244,754.681,699.417,"H335"
44340,581635.332,3575.168,969.551,763.818,"BL-C(2)"
