"X","Area","Perim.","Major","Minor","Predicted_Brand"
64141,1349681.102,4495.638,1446.325,1188.162,"RedDot"
64055,1399119.206,4574.546,1405.98,1267.027,"RedDot"
64068,1305296.331,4374.966,1410.699,1178.107,"RedDot"
64066,1337540.109,4417.332,1410.03,1207.782,"RedDot"
64105,1298175.621,4423.026,1431.928,1154.31,"RedDot"
64039,1374347.158,5401.608,1394.128,1255.174,"Reloader23"
64053,1297072.412,4416.326,1405.355,1175.137,"RedDot"
64097,1498691.221,4895.441,1427.522,1336.717,"RedDot"
64080,1227269.397,4340.357,1417.328,1102.503,"RedDot"
64017,1317732.5,4380.833,1372.511,1222.423,"RedDot"
69440,1715986.559,5543.144,1767.018,1236.469,"Reloader23"
64130,1457839.989,4631.197,1443.492,1285.895,"RedDot"
64119,1430921.888,4683.996,1439.443,1265.702,"RedDot"
64095,1458441.74,4618.753,1426.269,1301.96,"RedDot"
64005,1109984.331,4409.186,1315.306,1074.485,"RedDot"
64012,1225062.98,4301.723,1354.294,1151.743,"Reloader23"
64124,1438283.11,4622.901,1441.075,1270.773,"RedDot"
69454,1711790.993,5451.061,1841.175,1183.765,"Reloader23"
64135,1383925.015,5098.446,1445.101,1219.339,"Reloader23"
64120,1418147.78,4534.317,1439.765,1254.122,"RedDot"
64070,1339696.38,4634.217,1412.341,1207.749,"RedDot"
69459,1816080.78,5825.421,1883.528,1227.646,"Reloader23"
64088,1462904.72,4666.101,1423.193,1308.767,"RedDot"
64121,1367083.049,4476.747,1439.882,1208.865,"RedDot"
64028,1311815.29,4551.792,1385.036,1205.929,"RedDot"
64021,1324101.19,4700.389,1377.225,1224.127,"Reloader23"
64096,1357147.134,4725.771,1426.424,1211.403,"RedDot"
69429,1608849.78,5472.471,1707.596,1199.611,"Reloader23"
64075,1365270.761,4674.987,1415.435,1228.114,"RedDot"
69437,1652104.069,5365.542,1751.879,1200.725,"Reloader23"
69419,1550261.696,5111.24,1641.401,1202.542,"Reloader23"
64152,1384276.036,4489.275,1448.134,1217.093,"RedDot"
64009,1244720.151,4343.377,1350.73,1173.311,"Reloader23"
64085,1434572.318,4681.565,1422.088,1284.417,"RedDot"
64034,1390063.763,4535.448,1387.534,1275.561,"RedDot"
64148,1485695.231,4815.82,1447.104,1307.194,"RedDot"
64078,1381869.035,4498.283,1415.622,1242.882,"RedDot"
64146,1479904.161,4621.182,1446.777,1302.393,"RedDot"
64058,1331472.461,4405.722,1408.137,1203.919,"RedDot"
64073,1405788.603,4558.248,1415.095,1264.866,"RedDot"
64026,1291135.752,4838.906,1380.966,1190.417,"Reloader23"
64102,1411154.208,4542.072,1429.872,1256.573,"RedDot"
64016,1358334.529,4438.869,1370.571,1261.872,"RedDot"
69423,1585824.114,5336.979,1674.969,1205.475,"Reloader23"
64042,1272049.636,4477.42,1400.686,1156.308,"RedDot"
64061,1335484.129,4477.125,1408.954,1206.847,"RedDot"
64074,1343373.292,4430.244,1415.315,1208.52,"RedDot"
64014,1274707.366,4381.005,1364.393,1189.545,"RedDot"
64099,1364610.641,4496.107,1428.436,1216.349,"RedDot"
69425,1521991.571,5531.018,1695.427,1142.992,"Reloader23"
69438,1622535.317,5285.29,1753.167,1178.368,"Reloader23"
64062,1353928.572,4554.339,1409.197,1223.304,"RedDot"
64013,1315320.972,4491.208,1355.38,1235.609,"RedDot"
64019,1299250.321,4448.431,1374.818,1203.255,"RedDot"
69445,1697705.878,5500.74,1799.475,1201.232,"Reloader23"
69428,1645411.142,5554.853,1706.339,1227.776,"Reloader23"
64116,1332976.5,4449.7,1439.039,1179.397,"RedDot"
64142,1483314.078,4674.692,1446.347,1305.783,"RedDot"
69457,1755245.071,5830.86,1860.626,1201.127,"Reloader23"
64015,998303.471,6363.546,1370.226,927.642,"Bullseye"
69441,1697356.247,5370.098,1781.784,1212.908,"Reloader23"
69410,1216414.503,5689.929,1272.621,1217.005,"Reloader23"
64140,1457706.306,4674.434,1445.79,1283.734,"RedDot"
64069,1416245.928,5560.959,1411.421,1277.593,"RedDot"
64094,1349675.403,4457.513,1425.918,1205.161,"RedDot"
64011,1324449.863,4443.436,1353.612,1245.809,"RedDot"
64087,1408747.208,4538.341,1423.152,1260.352,"RedDot"
64007,1254899.757,5851.257,1341.172,1191.337,"Reloader23"
69448,1752997.446,5690.64,1809.107,1233.75,"Reloader23"
64047,1403030.581,4516.177,1402.028,1274.15,"RedDot"
64051,1473428.284,4736.199,1404.508,1335.718,"RedDot"
64006,1301635.684,5121.911,1332.93,1243.346,"Reloader23"
64023,1335765.883,4689.558,1379.86,1232.552,"Reloader23"
69439,1660844.832,5318.704,1766.585,1197.029,"Reloader23"
69450,1711940.834,5391.092,1816.776,1199.769,"Reloader23"
64107,1376403.138,4469.957,1432.649,1223.252,"RedDot"
69417,1588471.316,5274.879,1587.637,1273.909,"RedDot"
64067,1384526.765,4532.353,1410.665,1249.648,"RedDot"
64008,1254649.028,4328.747,1350.002,1183.309,"RedDot"
64132,1384576.911,4645.655,1443.968,1220.871,"RedDot"
69455,1761138.842,5580.992,1849.788,1212.221,"Reloader23"
69453,1756943.276,5597.257,1832.268,1220.896,"Reloader23"
64038,1286571.307,6297.199,1392.312,1176.542,"Reloader23"
64020,1330155.419,4409.518,1377.115,1229.822,"RedDot"
64103,1445122.384,4621.334,1431.118,1285.699,"RedDot"
69449,1725326.688,5755.752,1812.89,1211.741,"Reloader23"
64052,1381790.706,4692.993,1405.18,1252.047,"RedDot"
69412,1285941.028,4805.422,1334.262,1227.128,"Reloader23"
64018,1358651.509,4419.173,1372.541,1260.355,"RedDot"
69420,1497667.277,4945.348,1658.42,1149.823,"Reloader23"
64049,1376403.138,4540.059,1402.646,1249.418,"RedDot"
69443,1712690.043,5516.884,1795.383,1214.596,"Reloader23"
64128,1495048.206,4743.076,1442.377,1319.735,"RedDot"
64127,1525236.004,4809.029,1442.213,1346.535,"RedDot"
64063,1364819.448,4523.05,1409.526,1232.855,"RedDot"
69444,1701002.394,5649.534,1799.261,1203.707,"Reloader23"
64143,1474237.681,4735.491,1446.37,1297.772,"RedDot"
69456,1707845.163,5557.867,1851.039,1174.744,"Reloader23"
69435,1742258.795,5748.893,1732.124,1280.689,"Reloader23"
64138,1500965.416,4716.468,1445.684,1321.927,"RedDot"
69460,1726125.844,5586.552,1890.73,1162.393,"Reloader23"
69422,1589070.683,5199.478,1664.648,1215.432,"Reloader23"
69411,1180852.085,4428.93,1273.524,1180.588,"Reloader23"
64036,1366474.261,4663.254,1391.938,1249.947,"RedDot"
64126,1426699.42,4549.657,1442.067,1259.671,"RedDot"
64027,1319948.813,4480.045,1384.35,1214.007,"RedDot"
64035,1372439.933,4475.381,1390.687,1256.533,"RedDot"
64106,1535265.173,4820.762,1432.223,1364.844,"RedDot"
64033,1302588.455,4444.234,1387.13,1195.639,"RedDot"
64043,1326658.46,6175.871,1401.195,1205.51,"Reloader23"
64115,1485921.662,4640.5,1438.736,1314.997,"RedDot"
64144,1364959.314,4509.962,1446.393,1201.555,"RedDot"
64089,1411364.508,4562.301,1423.234,1262.621,"RedDot"
64150,1422870.713,4669.672,1447.56,1251.523,"RedDot"
64054,1460447.573,4651.938,1405.695,1322.833,"RedDot"
64010,1195978.39,4570.276,1352.919,1125.542,"Reloader23"
64024,1289500.39,4942.655,1380.601,1189.223,"Reloader23"
64056,1314372.729,4372.414,1406.145,1190.141,"RedDot"
64041,1377757.076,4476.83,1395.457,1257.09,"RedDot"
69415,1521791.782,5465.906,1581.109,1225.473,"Reloader23"
